X,Y
14.52877956,32.67498286
15.58524024,66.64324181
15.08948699,64.63530655
14.72494466,38.60639392
15.10859116,36.84924433
15.80259361,68.53238386
15.84354066,67.23175049
16.27707176,85.07763842
16.43346546,83.49207902
15.93528077,34.09555168
15.91426618,32.89772013
15.89576987,31.84343038
16.8151147,68.49608594
16.78836886,66.97157305
16.33092237,30.74712302
17.28959285,85.04134049
17.44598655,83.4557811
16.53167827,33.96520913
16.91706151,32.30705388
17.41342262,68.47463716
17.73055186,66.56061961
17.17232472,30.77893183
18.30211394,85.00504257
17.94820916,64.83247029
18.45894182,83.44423176
17.69503547,29.40156991
17.69772742,32.18001114
18.80385895,66.35450831
18.3354594,30.46823396
19.31463503,84.96874464
18.96073025,64.79617236
18.47672972,28.64235277
19.47150633,83.41040869
19.49373664,66.30253628
19.09198459,30.27766985
19.26424778,27.23417126
20.37805182,84.51771252
19.55832176,64.73388842
19.43499131,28.82905263
20.50773396,83.22538355
20.14905314,27.20245182
21.34158762,85.00504257
20.39801523,28.59641592
21.49798132,83.41948317
21.34992399,74.98021542
21.32031252,73.29236187
20.6731674,25.90508971
21.37475941,26.89583452
22.41901465,84.5850499
21.3731674,24.97175638
22.50878303,83.28518085
22.36244508,74.94391749
22.33283361,73.25606394
21.5470443,23.21607337
22.07032493,26.79306897
22.25270609,21.78879493
22.14309445,20.44093195
23.36854022,85.04134049
22.31763711,25.13986344
22.29662252,23.94203188
23.52675749,83.55972516
23.2829188,74.91091938
23.25330733,73.22306582
22.68270046,22.84847437
22.49634795,18.99304802
22.59269376,17.63059254
22.8067636,15.94194841
23.16568865,20.97880121
24.39443423,85.76729901
23.04463767,24.57889549
24.60956639,84.21404303
24.16926552,83.43268242
23.33675782,14.97974401
23.25197735,13.46304647
23.16169414,23.37611422
23.46284536,22.16673333
23.51268988,19.75787098
23.62352302,18.63785998
23.5625344,17.34900863
23.98551812,16.33408091
23.92829244,20.6972173
24.09340845,12.90049616
24.00080146,10.83023113
25.4461044,85.77499857
25.59874238,84.19411391
24.35503498,14.89654163
24.15528474,19.63577796
24.17074175,17.89182761
24.52555831,17.11637192
26.2914003,86.79436532
24.74056708,13.62187161
25.04171829,12.41249071
25.01306204,10.77908405
26.66730961,85.2378626
26.25179388,84.01179933
24.89965273,14.81475344
27.34385779,86.63444232
26.04381892,11.78222673
25.9583311,10.54403595
26.25819311,9.866940021
27.60759591,85.16751486
28.03013174,88.25205703
28.36811348,86.86701617
27.05338755,11.57763842
27.21073645,10.04652591
28.53876294,85.74403534
29.12601648,88.06748757
29.32023499,86.97544247
28.13081458,11.15764575
28.22141081,9.904964002
29.71373027,89.7171733
30.11421403,88.22895835
29.08034015,11.61393635
29.23721145,10.05560039
30.76444523,89.67042598
31.06635937,88.31703188
30.17475377,11.61315992
30.23271245,10.03353291
31.74832453,90.18904634
32.08929057,88.62411077
31.21952289,14.73156346
31.13369123,13.15494829
31.11267664,11.95711674
31.09166206,10.75928518
31.28732475,9.912058597
32.76084562,90.15274841
31.4947456,17.54754728
31.45828847,16.43199103
32.80343304,77.95523113
32.76941355,76.64112051
31.78990505,19.93413591
31.80407398,18.81676476
33.10697847,88.88232101
32.99549116,87.42754414
33.1360255,75.8380014
33.28354444,80.83408091
33.21222509,79.13137821
32.21689776,22.39772013
32.19588317,21.19988858
33.5188181,86.45717959
33.36844511,84.97341938
32.1828576,15.207431
32.19908167,13.94470316
32.09480473,12.8134178
32.14482961,11.42445102
33.51761685,83.8512085
33.45693216,82.57968116
32.00102062,10.09272327
33.40517722,90.12964973
32.50102889,17.59319467
32.51733256,16.33500407
33.82790044,77.47487286
32.81920018,19.97895835
32.83518545,18.70261878
34.10907911,88.25205703
33.95135391,76.19922076
34.10148086,75.13145677
33.95511685,73.60856144
34.29891957,81.13546369
34.29912553,79.70008802
34.12505714,78.66280498
33.22941885,22.3614222
33.20840426,21.16359065
34.36420663,87.04432604
34.43489207,85.82339581
32.92316354,15.40486972
32.75346446,13.60702246
34.54573968,84.70420976
34.48473659,83.41453346
34.43624673,82.22561139
33.62210977,17.68711238
33.54279673,16.07396149
34.57306443,72.69922076
34.46152212,71.24130907
34.51634531,77.3412305
33.82912856,19.79487601
33.78113243,18.55909662
34.70738702,88.23060825
34.93001141,69.68269813
34.79737702,68.1196536
35.07609753,75.12210731
35.05508294,73.92427576
35.04069279,81.35403691
34.82687493,79.29141906
33.86228794,21.68496086
35.0776606,85.71120222
35.05664601,84.51337066
35.12576838,83.20334552
35.01461683,82.11770756
35.14881278,66.47000171
34.55598646,17.03827638
34.49611225,15.8129464
35.67222873,72.70158562
35.56099614,71.26132792
35.63767913,65.48225816
35.44121196,63.81598278
34.65250595,19.47738701
34.79259163,18.01227073
35.94488311,70.12365447
35.88576705,68.7732701
35.88350929,67.59457745
36.08080328,74.64033484
36.13948038,73.48492943
36.09780332,63.09010639
35.21974271,14.30988229
35.43561666,13.23008246
35.55545303,16.25787098
36.59435814,72.41296212
36.60248258,66.3760553
36.54972385,64.6188075
35.62872911,17.37210731
36.50925774,70.1872393
36.89464098,68.52908405
36.93093891,67.44806582
37.09193497,74.52484144
37.15243875,73.05168187
37.1001049,63.39677733
36.28182669,14.53288008
36.44394953,12.95505586
36.60556013,11.66686025
37.5920735,66.28273742
37.31886937,64.71010228
37.90542533,68.39379178
37.95996526,67.00256771
37.82831395,74.49844295
37.79965769,72.86503628
37.8819793,61.80736815
38.15403339,63.17983588
36.83124987,15.04079053
37.39916478,13.28694075
37.55538481,11.69148192
38.45770956,68.37399291
38.4285757,66.71336281
38.93616919,61.783692
39.10620934,63.33848066
38.42542062,13.15852308
38.56799687,11.66036941
39.14528606,23.56585338
39.12427147,22.36802183
39.91305666,62.07877764
40.14138157,60.95868203
39.42403329,13.20444546
39.58090459,11.64610951
40.15728613,23.49985715
40.13627154,22.3020256
40.04929728,20.66028257
40.93760469,62.72801554
41.09430232,61.15978016
40.51914736,12.95407227
40.50882025,11.68730215
40.89138905,20.02793449
40.73861404,18.27016368
41.03539,17.41716243
41.16268657,23.05768242
41.14167198,21.85985087
41.08904867,14.22796933
41.94456821,62.37493572
42.13479737,61.21799826
42.22458181,60.39821117
41.48600606,15.98689361
41.62300358,12.94959848
41.93340481,20.90528875
41.83254829,19.23980058
42.06135748,18.14730916
42.04282443,16.78804068
42.1701711,22.7343009
42.36803822,21.41272642
42.10277583,14.80943708
43.13909995,62.21324496
43.20396729,60.66068368
42.40681472,12.97298726
42.95397602,21.03618127
42.80269285,16.78804068
43.18199749,22.65840523
42.84263005,15.24627878
42.57656893,14.3989772
44.15162104,62.17694703
44.21692257,60.64913434
43.94619973,21.30126612
44.19356338,22.56766042
45.20138079,62.07575281
45.2120018,60.61865036
44.9017637,20.93507871
45.20512926,22.4769156
46.18048405,62.32213873
46.24530797,60.76710259
45.96717343,20.99676685
46.21478472,22.27727701
47.19300514,62.28584081
47.25821983,60.7530784
46.92107462,20.53580153
47.22444018,22.07763842
48.22498602,62.10875093
48.31097184,60.82244318
47.98642943,20.68410267
48.20984327,21.99561454
49.22568898,62.64882007
49.31149918,61.14869709
48.62051008,12.73174747
48.42476958,11.12876701
48.94420638,20.3543119
49.24757194,21.89614879
49.15004143,15.08690932
49.22869107,13.31993886
50.33789911,63.04479744
50.31050199,61.48316168
49.5933881,12.26943418
49.64605312,10.92207588
49.95672747,20.31801397
49.98234805,9.309636771
50.26009303,21.85985087
50.21544687,15.68040398
50.20328293,14.12167519
51.38765886,62.94360322
51.30107603,61.44588166
50.63323224,13.7287855
50.22431613,11.9455674
50.66716626,10.6463583
50.91209373,20.33967984
51.05371505,17.48380593
50.95704794,9.086280784
51.35110249,21.79739015
51.24246631,15.47277466
52.36867254,63.29888292
52.34088466,61.71497343
51.76220193,19.39672495
51.36470491,13.94772799
51.62638864,10.48870065
52.0265342,17.54699731
52.01957387,9.07333537
52.2946873,22.3317239
52.27367271,21.13389235
52.13785942,16.01753471
53.38119363,63.262585
53.35349258,61.68362522
52.71289498,19.91956174
52.76905307,18.48822
52.90576027,17.78788355
53.00501513,10.32041026
52.97779168,8.768673933
53.21516101,22.29872579
53.21140965,21.03489801
54.39944597,63.5529684
54.3719186,61.98390806
53.26517921,19.89976287
53.24416462,18.70193132
54.07004069,9.961078164
53.90991398,8.64964502
55.41196706,63.51667048
55.38474362,61.96493415
55.11072901,10.34610165
54.94799163,8.885860658
56.44003613,63.11660762
56.35668281,61.8029684
55.79978174,12.12210731
56.13104501,10.62176069
55.74876492,9.214148477
57.44083007,63.66186218
57.41360663,62.11012585
56.87369212,12.26920943
57.1902448,14.24388606
57.12822972,10.70902652
58.50424687,63.21083006
58.34470549,61.93276099
57.92204936,12.92469478
57.35798744,11.68983201
57.99241961,16.35246557
58.15549976,15.1480344
58.60064143,18.64610951
58.56398168,17.43150391
59.46778267,63.69816011
59.44055922,62.14642378
58.8540901,13.84268399
58.85265729,12.38601366
59.00320395,16.2171733
59.36514116,21.09759442
59.34412658,19.89976287
59.25659474,14.91044797
59.5992541,18.69203188
59.57823951,17.49420033
60.48030376,63.66186218
60.45338424,62.12744986
59.87014257,13.57017456
59.88326031,12.22249105
59.55722493,16.29636878
60.33163857,21.0629464
60.30539796,19.80586824
60.15153833,18.67223302
60.13052374,17.47440146
61.49282485,63.62556425
61.46607901,62.10105137
60.89399591,13.74231472
60.86677246,12.1905784
62.50360919,63.49027198
62.47677652,61.96080938
61.98616198,13.61342797
61.79365585,12.19480628
63.51404619,63.33518085
63.48730035,61.81066796
62.99319701,14.26216194
62.86051853,12.69660448
64.52430951,63.17019027
64.49721632,61.62587852
63.85180546,16.21245929
64.02235075,14.77007907
63.78607862,13.21602917
64.51163997,18.08552654
64.70753589,21.11409348
65.53335712,62.93590366
65.50613367,61.38416733
64.85313696,19.66335495
64.85763617,15.85402037
64.9864816,14.5139992
65.55622242,17.31735106
65.72214107,21.19658877
66.54221175,62.69061768
66.44584182,61.2808649
65.79317385,19.9954574
65.77215926,18.79762585
65.7325181,16.53807997
67.22301013,60.66279189
66.07331047,17.58824496
66.73466215,21.16029084
67.54884721,62.31883892
66.82338077,19.71725187
66.32444349,18.77782698
68.14383464,60.73312239
67.764377,22.10403691
68.55667909,62.01525627
67.85141263,20.56506771
67.35511354,19.77601994
69.10759998,59.55524684
69.32893145,61.11697427
69.39923508,58.29094766
68.85211146,21.85490115
68.77018268,20.51829419
70.20102723,61.24310039
70.18001265,60.04526884
69.53620207,23.34806582
70.75378424,78.16691665
70.57176394,76.77509285
70.33553797,58.41021227
69.80733244,21.802497
71.10100739,81.04196903
71.0799928,79.84413748
71.35743747,74.6584838
71.19704927,60.26635621
71.2129231,59.0711645
70.62783123,23.18857494
71.25787248,57.23327953
71.70330981,78.62320725
71.68229522,77.42537569
71.66128063,76.22754414
71.87941554,83.41123364
71.85840095,82.21340209
70.76119504,21.92266513
71.03761627,24.9286755
72.11352848,81.0056711
72.15432857,79.69666129
71.84953334,56.07559568
72.42418215,74.90043069
72.20418645,59.92317582
72.18317186,58.72534427
71.62284834,23.47111406
72.29199328,57.49066482
72.49001091,78.84016985
72.28060314,77.40392692
72.72559139,75.99325753
72.97248063,83.33359102
72.86666702,81.93456802
72.13786458,24.97095434
73.08671234,81.35215131
72.6908218,79.78639078
72.8110364,56.10572817
73.38274016,85.1007371
73.39743356,74.68826067
73.02323439,54.10890806
72.58231879,26.78921919
73.2021189,59.05532541
72.50435877,23.57845266
73.61310574,73.59695984
73.31215603,57.889942
73.94984315,83.56310747
73.47878204,82.70012428
73.14415511,25.70972254
73.88794844,56.76525627
73.85029064,55.16778089
74.39526125,85.06443917
73.53845363,28.78890492
74.40932887,75.36629335
74.03306352,53.9191689
73.61076002,27.66036941
74.09445738,52.16861894
74.56620016,73.8079574
74.02498767,58.70884521
74.85196673,83.67998495
74.16775336,26.81523958
73.8969525,25.16084081
75.24470218,86.23257242
74.83101003,57.40211988
74.82939353,56.09844053
74.75837173,55.01173647
75.49019621,84.80385719
74.64369146,31.30308625
74.53072719,29.78599794
75.46069221,75.18150391
75.11972865,53.60908091
74.64174848,28.67671133
75.14692356,52.2216909
75.08631123,50.95428833
75.06529664,49.75645677
75.04749503,48.74176476
75.64549568,73.94318621
75.31994946,33.12166733
74.94959235,27.41131221
76.2570496,86.18637506
75.82963718,56.57386721
75.86004115,54.99110397
76.41526687,84.70475973
75.74601301,46.55728958
75.66457714,31.76544483
75.55262669,30.28426947
76.44201271,75.72927261
75.66819969,29.43443053
75.20058891,28.59311611
75.76659341,52.98037255
76.09987437,50.97738701
76.07885978,49.77955545
76.05784519,48.5817239
76.04117246,47.63137821
76.59888401,74.17093666
75.99498475,35.66534531
75.8963281,34.12524999
76.23663776,44.56701802
76.19014158,38.01011799
76.12388484,36.5959838
76.41683862,40.43184961
76.35048636,39.01227073
77.27929645,86.70444546
76.88100052,56.38907777
76.74742562,54.77242399
76.70200312,43.64872579
76.5899832,42.16359065
77.43612433,85.14363465
76.83972683,46.2271022
77.05490927,58.16437632
76.58094425,32.58018827
76.17264389,31.50024999
77.4545338,75.69297469
76.18953372,29.83796997
76.64694837,50.66060511
76.62593378,49.46277356
77.06185624,48.06035369
77.20235874,46.88149606
77.6114051,74.13463873
77.01479051,35.08760699
77.2542584,37.32727701
77.48595799,41.06227858
77.37273321,39.53034112
77.28346463,38.37953188
78.29181754,86.66814753
77.94921244,56.9677822
77.84009072,55.66971887
77.67064974,44.69908327
77.61900335,43.06773899
77.52229572,41.93040398
78.44864542,85.10733672
77.38749553,45.62179304
78.13585803,58.39384013
78.46705489,75.65667676
78.54453405,74.20534205
77.65084364,36.13263528
77.46399905,34.23249386
78.46809694,59.96607337
77.94800034,37.3205674
78.44527179,40.55254021
78.26535392,38.78472123
79.30173351,86.48335809
79.15758385,73.01682761
78.91320805,56.17074024
78.61832519,42.27908405
78.17901609,38.23846494
79.49409587,84.97926279
79.20118478,58.9645806
78.74823356,57.55886092
79.15502216,75.49581095
79.78810835,73.9567239
79.77406116,72.02368142
79.61144904,62.46526806
79.49815913,60.92961831
79.41661905,40.5318339
80.03064449,70.28128393
79.65743292,42.00822453
80.49713362,86.3711645
80.46943257,84.79220473
80.17690566,64.80238122
80.19749724,59.95855713
80.09012793,57.92184018
80.4150291,69.00370693
80.35506806,67.77342723
80.46377369,66.53214816
80.50755408,73.84013056
80.71110034,72.31726758
80.69008575,71.11943603
80.63190487,62.90312554
80.52196905,61.53678361
80.29480308,43.33832352
80.02836501,40.40135385
81.14201106,69.87917833
80.63576912,41.77338795
81.5002763,85.80029713
81.41455468,84.54878018
81.1953591,65.10422713
81.24023627,63.47801554
80.86266589,59.95650391
80.73823695,58.1140542
81.71449017,83.87587248
81.41449568,68.22330153
81.48536926,67.01309568
81.48377724,71.73485087
81.45146418,62.60133945
81.06452752,60.96261642
81.39068783,43.15375407
81.6468574,70.53041969
81.79996865,69.28276099
81.61082541,41.89847143
82.5107133,85.64520599
81.88305443,65.61865036
81.72492399,64.48021542
81.65884092,63.33848066
82.61042976,84.14483383
81.97840161,44.8034398
82.01713098,68.01101366
82.3923398,43.31458321
83.44704165,83.20013255
83.51055616,84.88624936
83.06092309,44.67383054
83.19190727,43.09826224
83.48172623,46.49294326
84.34253826,83.12501842
84.51856172,84.59256614
84.03013587,45.00229273
83.53174443,44.09398034
85.16740242,81.90981944
84.58054173,46.45355176
85.41515522,83.19839581
85.11686964,84.57111736
84.98505085,48.18244672
84.88948175,45.06834133
86.04623176,81.66975816
85.55573588,46.84899291
86.33276332,83.00205703
86.37444514,80.12792126
86.08983641,48.48334827
86.34979787,50.28552654
87.19988043,81.09439937
86.3399708,46.66288355
87.22898776,79.22435039
87.43264257,77.44517456
87.07138269,49.24086124
86.59014861,47.79801868
87.30832073,52.4213295
87.37887591,51.19297469
87.86318113,80.98587224
88.20063026,79.22047312
88.17961568,78.02264156
88.23328103,75.83156677
88.6876998,77.23343666
88.56533386,74.50857808
88.08676673,50.51871322
87.71047801,48.65679461
88.25662575,54.41221573
88.29667215,53.19486029
88.3510322,52.09338324
88.81540002,72.51234929
88.88542798,78.87894263
89.39950386,76.68126821
89.37848927,75.48343666
89.42830315,71.06547441
89.32091625,69.57677418
89.49363533,74.17176161
89.26184145,56.94480483
89.16434888,55.40243415
88.76264026,50.88004257
89.27395183,54.21230215
89.53318964,68.11385778
89.299508,52.95650391
89.64368991,66.97487286
89.55689284,65.66205557
89.38864922,52.43755357
89.84081022,72.96073082
89.63951304,59.12429147
89.78575548,64.57261014
89.69881146,63.2514164
89.96760693,62.25064282
89.90663278,60.96261642
90.37138517,71.70350266
90.35037058,70.5056711
90.32935599,69.30783955
90.27603799,74.14371322
90.30361963,57.66899213
90.24107918,55.71027182
90.29047466,55.27910369
90.66721451,68.31577481
89.87276629,53.78222673
90.69488247,66.95534898
90.63380702,65.66154791
90.43911814,72.93928204
90.68724385,60.14165807
90.7563885,58.2111924
90.82832222,64.49891435
90.81178842,63.2064882
91.00377332,62.11501211
90.96847737,71.61275784
90.94746278,70.41492629
90.97444742,57.5155509
90.8252395,55.57319939
91.15656662,69.20884521
91.20467439,66.70098851
91.3593422,60.42330349
91.16872382,59.40180561
91.39085323,64.1881821
